1;TROYES //Vert;RENNES //Noir;ANGERS //Noir;EVREUX //Vert;ORLEANS //Rouge;CHARTRES //Orange;;;;;;
130;VIENNE //Noir;BOURGOIN JALLIEU //Vert;NANCY //Vert;VILLEFRANCHE SUR SAONE //Vert;SAINT-ETIENNE //Orange;MOULINS //Vert;MACON //Vert;BOURG/BRES. //Vert;VALENCE //Rouge;;;
131;LYON //Noir;NANTES  //Noir;MARSEILLE //Rouge;BOBIGNY //Rouge;MEAUX //Orange;TOULON //Orange;CRETEIL //Rouge;LA ROCHELLE  //Noir;REIMS //Noir;ROUEN //Noir;MONTPELLIER //Noir;TOULOUSE //Rouge
132;SAINT MALO //Vert;REIMS //Noir;TOURS //Noir;CHARTRES //Orange;EVREUX //Vert;LE MANS //Rouge;STRASBOURG //Rouge;;;;;
133;AMIENS //Noir;BEAUVAIS //Vert;ROUEN //Noir;SENLIS //Vert;METZ //Rouge;CHARLEVILLE-MEZIERES //Vert;MELUN //Noir;ANGERS //Noir;EVREUX //Vert;CHARTRES //Orange;MEAUX //Orange;MULHOUSE //Orange
134;ALBI //Orange;DAX //Orange;AUCH //Vert;MONT-DE-MARSAN //Vert;RODEZ //Vert;BAYONNE //Noir;;;;;;
135;EVREUX //Vert;LE MANS //Rouge;BETHUNE //Vert;BEAUVAIS //Vert;COUTANCES //Vert;QUIMPER //Vert;ARRAS //Vert;NIORT //Vert;;;;
136;GRASSE //Rouge;LA ROCHELLE  //Noir;BOULOGNE SUR MER //Vert;VALENCE //Rouge;ORLEANS //Rouge;BREST //Orange;AMIENS //Noir;EVREUX //Vert;SAINT NAZAIRE //Vert;NARBONNE //Orange;LA ROCHE S/ YON //Vert;
137;LYON //Noir;GRENOBLE //Rouge;VALENCE //Rouge;CHAMBERY //Rouge;SAINT-ETIENNE //Orange;BOURGOIN JALLIEU //Vert;;;;;;
138;CRETEIL //Rouge;PARIS //Noir;NANTERRE //Noir;BOBIGNY //Rouge;MEAUX //Orange;SAINT MALO //Vert;PONTOISE //Rouge;EVRY //Rouge;;;;
139;PONTOISE //Rouge;MELUN //Noir;CRETEIL //Rouge;AMIENS //Noir;TROYES //Vert;LAON //Vert;COMPIEGNE //Vert;SOISSONS //Vert;CHARTRES //Orange;REIMS //Noir;;
140;COLMAR //Orange;NANCY //Vert;BELFORT //Orange;ROUEN //Noir;MONTBELLIARD //Vert;LA ROCHELLE  //Noir;;;;;;
141;AVIGNON //Noir;LILLE //Rouge;NIMES //Rouge;REIMS //Noir;CHARTRES //Orange;MEAUX //Orange;;;;;;
142;NIORT //Vert;LA ROCHELLE  //Noir;LA ROCHE S/ YON //Vert;LES SABLES D'OLONNE //Vert;TOURS //Noir;POITIERS //Rouge;BLOIS //Orange;;;;;
143;LA ROCHELLE  //Noir;TOURS //Noir;ORLEANS //Rouge;LA ROCHE S/ YON //Vert;GRASSE //Rouge;DRAGUIGNAN //Vert;;;;;;
144;NANTES  //Noir;LILLE //Rouge;LA ROCHELLE  //Noir;CRETEIL //Rouge;MEAUX //Orange;LA ROCHE S/ YON //Vert;;;;;;
145;POITIERS //Rouge;LA ROCHELLE  //Noir;MULHOUSE //Orange;CHAMBERY //Rouge;VALENCE //Rouge;EVREUX //Vert;;;;;;
146;REIMS //Noir;NANTES  //Noir;CHARTRES //Orange;NANCY //Vert;CHAMBERY //Rouge;QUIMPER //Vert;LE PUY EN VELAY //Vert;;;;;
147;BAYONNE //Noir;AVIGNON //Noir;MONTAUBAN //Rouge;PAU //Rouge;NARBONNE //Orange;MONT-DE-MARSAN //Vert;;;;;;
148;BASTIA //Orange;FONTAINEBLEAU //Rouge;PONTOISE //Rouge;AJACCIO //Rouge;SAINT MALO //Vert;BOBIGNY //Rouge;;;;;;
149;LYON //Noir;VIENNE //Noir;SAINT-ETIENNE //Orange;BOURGOIN JALLIEU //Vert;VILLEFRANCHE SUR SAONE //Vert;VALENCE //Rouge;BOURG/BRES. //Vert;;;;;
150;MEAUX //Orange;PONTOISE //Rouge;EVRY //Rouge;SAINT-ETIENNE //Orange;CHARTRES //Orange;TARASCON //Vert;BEAUVAIS //Vert;CARPENTRAS //Vert;;;;
151;CHARTRES //Orange;EVREUX //Vert;LE MANS //Rouge;ANGERS //Noir;TOURS //Noir;POITIERS //Rouge;;;;;;
152;BOURG/BRES. //Vert;VALENCE //Rouge;TOULOUSE //Rouge;BASTIA //Orange;CHAMBERY //Rouge;SAINT BRIEUC //Orange;;;;;;
153;AVIGNON //Noir;ANNECY //Noir;CHAMBERY //Rouge;BREST //Orange;SAINT-ETIENNE //Orange;GRENOBLE //Rouge;TOULON //Orange;LA ROCHE S/ YON //Vert;SAINT BRIEUC //Orange;VALENCE //Rouge;;
154;LYON //Noir;TOURS //Noir;TOULOUSE //Rouge;NICE //Rouge;TOULON //Orange;CHARTRES //Orange;RENNES //Noir;ORLEANS //Rouge;SAINT MALO //Vert;;;
155;BAYONNE //Noir;LA ROCHELLE  //Noir;SAINTES //Vert;PAU //Rouge;TARBES //Vert;DAX //Orange;;;;;;
156;TOULON //Orange;AIX //Noir;BOURG/BRES. //Vert;LYON //Noir;VALENCE //Rouge;NIMES //Rouge;;;;;;
157;POITIERS //Rouge;ROUEN //Noir;ORLEANS //Rouge;REIMS //Noir;NANCY //Vert;TROYES //Vert;;;;;;
158;STRASBOURG //Rouge;RENNES //Noir;NANTES  //Noir;ORLEANS //Rouge;BREST //Orange;CHARTRES //Orange;TROYES //Vert;LIMOGES //Vert;;;;
159;AGEN //Noir;MONTAUBAN //Rouge;PAU //Rouge;TOULOUSE //Rouge;MONT-DE-MARSAN //Vert;LIMOGES //Vert;BAYONNE //Noir;AIX //Noir;AVIGNON //Noir;NIMES //Rouge;CAHORS //Vert;ALBI //Orange
160;NIMES //Rouge;BOBIGNY //Rouge;PARIS //Noir;TARASCON //Vert;CRETEIL //Rouge;ALES //Vert;;;;;;
161;LA ROCHELLE  //Noir;ROUEN //Noir;POITIERS //Rouge;LORIENT //Rouge;NANCY //Vert;LA ROCHE S/ YON //Vert;BREST //Orange;;;;;
162;TOULOUSE //Rouge;MARSEILLE //Rouge;NICE //Rouge;TOULON //Orange;GRASSE //Rouge;NANCY //Vert;PARIS //Noir;LYON //Noir;MONTPELLIER //Noir;ORLEANS //Rouge;PAU //Rouge;NIMES //Rouge
163;DUNKERQUE //Rouge;AMIENS //Noir;CHARTRES //Orange;BOULOGNE SUR MER //Vert;CLERMONT FERRAND //Vert;BREST //Orange;;;;;;
164;TOULON //Orange;AIX //Noir;MARSEILLE //Rouge;AVIGNON //Noir;NIMES //Rouge;TARASCON //Vert;;;;;;
165;ROUEN //Noir;EVREUX //Vert;TROYES //Vert;ORLEANS //Rouge;AMIENS //Noir;CHARTRES //Orange;REIMS //Noir;MELUN //Noir;MEAUX //Orange;CHALON SUR SAONE //Vert;DIJON //Noir;LAON //Vert
166;AMIENS //Noir;LE MANS //Rouge;MEAUX //Orange;MELUN //Noir;PONTOISE //Rouge;SAINT MALO //Vert;CHARTRES //Orange;ARRAS //Vert;CLERMONT FERRAND //Vert;;;
167;NIMES //Rouge;MONTPELLIER //Noir;DRAGUIGNAN //Vert;GRASSE //Rouge;TOULON //Orange;NICE //Rouge;RENNES //Noir;TARASCON //Vert;ANNECY //Noir;;;
168;BOULOGNE SUR MER //Vert;MONTPELLIER //Noir;DUNKERQUE //Rouge;NANTES  //Noir;TOULOUSE //Rouge;SAINT BRIEUC //Orange;;;;;;
169;MONTPELLIER //Noir;NIMES //Rouge;TOULON //Orange;NICE //Rouge;GRASSE //Rouge;DRAGUIGNAN //Vert;MEAUX //Orange;TARASCON //Vert;VALENCE //Rouge;;;
170;BAYONNE //Noir;GRENOBLE //Rouge;LA ROCHELLE  //Noir;BOBIGNY //Rouge;BREST //Orange;LES SABLES D'OLONNE //Vert;;;;;;
171;MONTPELLIER //Noir;BEZIERS //Vert;LONS-LE-SAUNIER //Vert;NIMES //Rouge;VALENCE //Rouge;AMIENS //Noir;;;;;;
172;COLMAR //Orange;ANNECY //Noir;EPINAL //Vert;ANGERS //Noir;LONS-LE-SAUNIER //Vert;BELFORT //Orange;;;;;;
173;ROUEN //Noir;EVREUX //Vert;LA ROCHELLE  //Noir;CHARTRES //Orange;LE MANS //Rouge;LA ROCHE S/ YON //Vert;RENNES //Noir;QUIMPER //Vert;AMIENS //Noir;LORIENT //Rouge;;
174;AIX //Noir;AMIENS //Noir;ORLEANS //Rouge;LE MANS //Rouge;NANCY //Vert;SAINT BRIEUC //Orange;;;;;;
175;LA ROCHELLE  //Noir;CLERMONT FERRAND //Vert;VILLEFRANCHE SUR SAONE //Vert;CHALON SUR SAONE //Vert;MACON //Vert;CHAMBERY //Rouge;CUSSET //Vert;LYON //Noir;SAINTES //Vert;QUIMPER //Vert;NARBONNE //Orange;ARRAS //Vert
176;MARSEILLE //Rouge;GRENOBLE //Rouge;GRASSE //Rouge;CHAMBERY //Rouge;BASTIA //Orange;PRIVAS //Vert;;;;;;
177;LORIENT //Rouge;SAINT NAZAIRE //Vert;RENNES //Noir;STRASBOURG //Rouge;BETHUNE //Vert;DRAGUIGNAN //Vert;POITIERS //Rouge;LILLE //Rouge;LES SABLES D'OLONNE //Vert;LE MANS //Rouge;;
178;AMIENS //Noir;LE MANS //Rouge;MEAUX //Orange;MELUN //Noir;PONTOISE //Rouge;SAINT MALO //Vert;CHARTRES //Orange;ARRAS //Vert;SAINT NAZAIRE //Vert;CLERMONT FERRAND //Vert;;
179;STRASBOURG //Rouge;COLMAR //Orange;SAVERNE //Vert;PONTOISE //Rouge;QUIMPER //Vert;SAINT MALO //Vert;;;;;;
180;BELFORT //Orange;COLMAR //Orange;MULHOUSE //Orange;MONTBELLIARD //Vert;STRASBOURG //Rouge;VESOUL //Vert;;;;;;
181;LYON //Noir;REIMS //Noir;MARSEILLE //Rouge;MEAUX //Orange;BOULOGNE SUR MER //Vert;ARRAS //Vert;DRAGUIGNAN //Vert;BEAUVAIS //Vert;TROYES //Vert;BEZIERS //Vert;TARASCON //Vert;CARPENTRAS //Vert
182;MONTPELLIER //Noir;LA ROCHELLE  //Noir;TOULON //Orange;NICE //Rouge;SAINT BRIEUC //Orange;LORIENT //Rouge;VALENCE //Rouge;AVIGNON //Noir;AIX //Noir;;;
183;MULHOUSE //Orange;MONTBELLIARD //Vert;COLMAR //Orange;DIJON //Noir;LONS-LE-SAUNIER //Vert;STRASBOURG //Rouge;VESOUL //Vert;;;;;
184;SAINT-ETIENNE //Orange;VALENCE //Rouge;LYON //Noir;VIENNE //Noir;VILLEFRANCHE SUR SAONE //Vert;BOURGOIN JALLIEU //Vert;;;;;;
185;TOULOUSE //Rouge;LA ROCHELLE  //Noir;ORLEANS //Rouge;VALENCE //Rouge;BOURG/BRES. //Vert;NANCY //Vert;LYON //Noir;PERPIGNAN //Rouge;BREST //Orange;POITIERS //Rouge;STRASBOURG //Rouge;LIMOGES //Vert
186;NANTES  //Noir;LA ROCHE S/ YON //Vert;LA ROCHELLE  //Noir;SAINT BRIEUC //Orange;BREST //Orange;CLERMONT FERRAND //Vert;;;;;;
187;DAX //Orange;LA ROCHELLE  //Noir;BAYONNE //Noir;PAU //Rouge;DRAGUIGNAN //Vert;ORLEANS //Rouge;;;;;;
188;AMIENS //Noir;ROUEN //Noir;LE MANS //Rouge;ORLEANS //Rouge;BOULOGNE SUR MER //Vert;VALENCIENNES //Vert;LAON //Vert;DOUAI //Orange;MEAUX //Orange;SAINT-ETIENNE //Orange;;
189;ANGERS //Noir;LORIENT //Rouge;SAINT BRIEUC //Orange;ANNECY //Noir;VALENCE //Rouge;QUIMPER //Vert;;;;;;
190;PERIGUEUX //Rouge;AGEN //Noir;LA ROCHELLE  //Noir;AUCH //Vert;CAHORS //Vert;LIMOGES //Vert;SAINTES //Vert;MONT-DE-MARSAN //Vert;NIORT //Vert;;;
191;POITIERS //Rouge;AGEN //Noir;PERIGUEUX //Rouge;SAINTES //Vert;PAU //Rouge;BERGERAC //Vert;BAYONNE //Noir;LA ROCHELLE  //Noir;TOURS //Noir;;;
192;SAINT BRIEUC //Orange;LE HAVRE //Noir;NANTES  //Noir;VALENCE //Rouge;LORIENT //Rouge;QUIMPER //Vert;BREST //Orange;ANNECY //Noir;;;;
193;MEAUX //Orange;MELUN //Noir;EVRY //Rouge;PONTOISE //Rouge;CHARTRES //Orange;BEAUVAIS //Vert;SENLIS //Vert;EVREUX //Vert;;;;
194;TOURS //Noir;CHARTRES //Orange;DIJON //Noir;POITIERS //Rouge;BLOIS //Orange;CRETEIL //Rouge;;;;;;
195;STRASBOURG //Rouge;CRETEIL //Rouge;COLMAR //Orange;PONTOISE //Rouge;NANCY //Vert;TROYES //Vert;NANTERRE //Noir;AMIENS //Noir;;;;
196;DIJON //Noir;ANNECY //Noir;PERPIGNAN //Rouge;STRASBOURG //Rouge;CLERMONT FERRAND //Vert;NARBONNE //Orange;RENNES //Noir;;;;;
197;LYON //Noir;LILLE //Rouge;NANTES  //Noir;STRASBOURG //Rouge;COLMAR //Orange;DOUAI //Orange;TOULOUSE //Rouge;MONTPELLIER //Noir;RENNES //Noir;;;
198;PERPIGNAN //Rouge;PAU //Rouge;BAYONNE //Noir;NIMES //Rouge;TOULON //Orange;BEZIERS //Vert;MONTAUBAN //Rouge;SAINT BRIEUC //Orange;LORIENT //Rouge;BREST //Orange;AGEN //Noir;DRAGUIGNAN //Vert
199;ROUEN //Noir;GRENOBLE //Rouge;ORLEANS //Rouge;RENNES //Noir;NANCY //Vert;TROYES //Vert;NANTES  //Noir;POITIERS //Rouge;LE MANS //Rouge;TOURS //Noir;DIJON //Noir;REIMS //Noir
200;NIMES //Rouge;DRAGUIGNAN //Vert;VALENCE //Rouge;CHARTRES //Orange;PONTOISE //Rouge;BOULOGNE SUR MER //Vert;CARPENTRAS //Vert;CHERBOURG //Vert;COUTANCES //Vert;LA ROCHE S/ YON //Vert;SAINT MALO //Vert;MARSEILLE //Rouge
201;NANTERRE //Noir;NICE //Rouge;CRETEIL //Rouge;LYON //Noir;NANCY //Vert;EVREUX //Vert;;;;;;
202;AJACCIO //Rouge;BASTIA //Orange;PERPIGNAN //Rouge;NARBONNE //Orange;TOULOUSE //Rouge;MARSEILLE //Rouge;PAU //Rouge;DAX //Orange;TOULON //Orange;NIMES //Rouge;NICE //Rouge;MONT-DE-MARSAN //Vert
203;NIMES //Rouge;MONTPELLIER //Noir;REIMS //Noir;METZ //Rouge;COLMAR //Orange;EPINAL //Vert;PARIS //Noir;CHALONS EN CHAMPAGNE //Rouge;ALES //Vert;BEZIERS //Vert;THIONVILLE //Vert;BAR LE DUC //Vert
204;DIJON //Noir;MARSEILLE //Rouge;AIX //Noir;ORLEANS //Rouge;MEAUX //Orange;NANCY //Vert;;;;;;
205;BAYONNE //Noir;PAU //Rouge;AGEN //Noir;PERIGUEUX //Rouge;SAINTES //Vert;BERGERAC //Vert;;;;;;
206;DIGNE LES BAINS //Vert;AIX //Noir;TARASCON //Vert;DRAGUIGNAN //Vert;AVIGNON //Noir;CARPENTRAS //Vert;NIMES //Rouge;MONTPELLIER //Noir;TOULON //Orange;VALENCE //Rouge;MARSEILLE //Rouge;
207;ANGERS //Noir;NANTES  //Noir;CHARTRES //Orange;CLERMONT FERRAND //Vert;LILLE //Rouge;POITIERS //Rouge;;;;;;
208;NANTES  //Noir;ROUEN //Noir;ORLEANS //Rouge;METZ //Rouge;NANCY //Vert;SAINT MALO //Vert;AMIENS //Noir;LE HAVRE //Noir;LA ROCHELLE  //Noir;;;
209;AIX //Noir;MONTPELLIER //Noir;TOULON //Orange;NIMES //Rouge;NICE //Rouge;DRAGUIGNAN //Vert;AVIGNON //Noir;TOULOUSE //Rouge;LYON //Noir;GRASSE //Rouge;;
210;BREST //Orange;RENNES //Noir;SAINT-ETIENNE //Orange;CLERMONT FERRAND //Vert;BOULOGNE SUR MER //Vert;PERPIGNAN //Rouge;LORIENT //Rouge;PERIGUEUX //Rouge;MONT-DE-MARSAN //Vert;POITIERS //Rouge;EPINAL //Vert;COUTANCES //Vert
211;POITIERS //Rouge;NANTES  //Noir;LA ROCHELLE  //Noir;CRETEIL //Rouge;NIORT //Vert;LA ROCHE S/ YON //Vert;;;;;;
212;DOUAI //Orange;LILLE //Rouge;BETHUNE //Vert;ARRAS //Vert;DUNKERQUE //Rouge;SAINT-OMER //Vert;VALENCIENNES //Vert;CAMBRAI //Vert;;;;
213;MONTPELLIER //Noir;CRETEIL //Rouge;EVRY //Rouge;PONTOISE //Rouge;MEAUX //Orange;BETHUNE //Vert;BOBIGNY //Rouge;MARSEILLE //Rouge;TOULON //Orange;BEAUVAIS //Vert;EVREUX //Vert;MELUN //Noir
214;ANNECY //Noir;TOURS //Noir;LILLE //Rouge;POITIERS //Rouge;CLERMONT FERRAND //Vert;EVREUX //Vert;;;;;;
215;FONTAINEBLEAU //Rouge;BOULOGNE SUR MER //Vert;BERGERAC //Vert;BETHUNE //Vert;ARRAS //Vert;TROYES //Vert;;;;;;
216;LILLE //Rouge;DOUAI //Orange;BETHUNE //Vert;VALENCIENNES //Vert;ROUEN //Noir;ARRAS //Vert;;;;;;
217;NANTERRE //Noir;CRETEIL //Rouge;PONTOISE //Rouge;TOULOUSE //Rouge;TOULON //Orange;MEAUX //Orange;;;;;;
218;NANTES  //Noir;QUIMPER //Vert;LORIENT //Rouge;BREST //Orange;SAINT MALO //Vert;SAINT NAZAIRE //Vert;SAINT BRIEUC //Orange;;;;;
219;SAINTES //Vert;MONT-DE-MARSAN //Vert;AGEN //Noir;BERGERAC //Vert;PERIGUEUX //Rouge;DAX //Orange;;;;;;
220;BOULOGNE SUR MER //Vert;LILLE //Rouge;AMIENS //Noir;DOUAI //Orange;MELUN //Noir;BOBIGNY //Rouge;;;;;;
221;AVIGNON //Noir;MARSEILLE //Rouge;NICE //Rouge;NIMES //Rouge;NARBONNE //Orange;TARASCON //Vert;;;;;;
222;DIJON //Noir;MONTPELLIER //Noir;NANCY //Vert;CLERMONT FERRAND //Vert;SAINT-ETIENNE //Orange;BREST //Orange;;;;;;
223;CHARTRES //Orange;AGEN //Noir;BOURGES //Orange;RENNES //Noir;LORIENT //Rouge;MONTAUBAN //Rouge;;;;;;
224;LA ROCHELLE  //Noir;TOULOUSE //Rouge;AGEN //Noir;MONT-DE-MARSAN //Vert;SAINTES //Vert;PERIGUEUX //Rouge;;;;;;
225;LA ROCHE S/ YON //Vert;SAINT NAZAIRE //Vert;COUTANCES //Vert;LORIENT //Rouge;LE MANS //Rouge;QUIMPER //Vert;LISIEUX //Vert;LES SABLES D'OLONNE //Vert;CHARTRES //Orange;;;
226;AVIGNON //Noir;TOULON //Orange;NIMES //Rouge;COLMAR //Orange;PERPIGNAN //Rouge;NANCY //Vert;MONTPELLIER //Noir;BASTIA //Orange;NICE //Rouge;STRASBOURG //Rouge;RENNES //Noir;BREST //Orange
227;MARSEILLE //Rouge;NICE //Rouge;TOULON //Orange;BASTIA //Orange;PERPIGNAN //Rouge;TOULOUSE //Rouge;;;;;;
228;ROUEN //Noir;ORLEANS //Rouge;MELUN //Noir;NICE //Rouge;CLERMONT FERRAND //Vert;LONS-LE-SAUNIER //Vert;PERPIGNAN //Rouge;BAYONNE //Noir;MARSEILLE //Rouge;LILLE //Rouge;NANTES  //Noir;SAINT MALO //Vert
229;PARIS //Noir;NANTERRE //Noir;LILLE //Rouge;ORLEANS //Rouge;TROYES //Vert;CHARTRES //Orange;;;;;;
230;BOBIGNY //Rouge;CRETEIL //Rouge;STRASBOURG //Rouge;NANTES  //Noir;NANCY //Vert;BLOIS //Orange;;;;;;
231;BAYONNE //Noir;ORLEANS //Rouge;PERPIGNAN //Rouge;LA ROCHELLE  //Noir;TROYES //Vert;LIMOGES //Vert;PAU //Rouge;TOURS //Noir;LA ROCHE S/ YON //Vert;SAINTES //Vert;AGEN //Noir;MONT-DE-MARSAN //Vert
232;ORLEANS //Rouge;BLOIS //Orange;POITIERS //Rouge;TOULOUSE //Rouge;PERIGUEUX //Rouge;SAINTES //Vert;NIORT //Vert;BRIVE //Vert;CLERMONT FERRAND //Vert;LES SABLES D'OLONNE //Vert;LA ROCHE S/ YON //Vert;
233;MONTPELLIER //Noir;NICE //Rouge;REIMS //Noir;NARBONNE //Orange;PERPIGNAN //Rouge;MEAUX //Orange;EVRY //Rouge;NANTERRE //Noir;PARIS //Noir;PONTOISE //Rouge;BOBIGNY //Rouge;CRETEIL //Rouge
234;AIX //Noir;NANTES  //Noir;GRASSE //Rouge;TOULON //Orange;MARSEILLE //Rouge;DRAGUIGNAN //Vert;BETHUNE //Vert;;;;;
235;LE HAVRE //Noir;ROUEN //Noir;LE MANS //Rouge;EVREUX //Vert;ORLEANS //Rouge;CHARTRES //Orange;LAVAL //Vert;LISIEUX //Vert;ALENCON //Vert;COUTANCES //Vert;BEAUVAIS //Vert;DIEPPE //Vert
236;CRETEIL //Rouge;BOBIGNY //Rouge;BREST //Orange;LORIENT //Rouge;QUIMPER //Vert;LILLE //Rouge;AMIENS //Noir;GRASSE //Rouge;CHARTRES //Orange;;;
237;MONTPELLIER //Noir;NANCY //Vert;TOULOUSE //Rouge;MONTAUBAN //Rouge;NARBONNE //Orange;AJACCIO //Rouge;CHARLEVILLE-MEZIERES //Vert;;;;;
238;TOULOUSE //Rouge;NANTES  //Noir;LILLE //Rouge;ANGERS //Noir;BREST //Orange;CLERMONT FERRAND //Vert;;;;;;
239;DUNKERQUE //Rouge;LILLE //Rouge;PARIS //Noir;AMIENS //Noir;ARRAS //Vert;DOUAI //Orange;;;;;;
240;MARSEILLE //Rouge;NANTES  //Noir;RENNES //Noir;BOBIGNY //Rouge;BREST //Orange;MEAUX //Orange;;;;;;
241;LE HAVRE //Noir;AMIENS //Noir;LILLE //Rouge;CRETEIL //Rouge;NANCY //Vert;BOULOGNE SUR MER //Vert;ANGERS //Noir;TOURS //Noir;BOBIGNY //Rouge;ROUEN //Noir;GRENOBLE //Rouge
242;NARBONNE //Orange;BEZIERS //Vert;DIJON //Noir;TOULON //Orange;DRAGUIGNAN //Vert;MONTAUBAN //Rouge;;;;;;
243;EVRY //Rouge;AIX //Noir;NANTERRE //Noir;CRETEIL //Rouge;NARBONNE //Orange;SAINT NAZAIRE //Vert;CLERMONT FERRAND //Vert;LIMOGES //Vert;SAINT MALO //Vert;MONT-DE-MARSAN //Vert;;
244;NIMES //Rouge;MONTPELLIER //Noir;BEZIERS //Vert;NARBONNE //Orange;AVIGNON //Noir;TOULOUSE //Rouge;;;;;;
245;SAINT BRIEUC //Orange;LA ROCHELLE  //Noir;EVREUX //Vert;LORIENT //Rouge;ORLEANS //Rouge;TROYES //Vert;COUTANCES //Vert;BREST //Orange;LA ROCHE S/ YON //Vert;AMIENS //Noir;QUIMPER //Vert;SAINT MALO //Vert
246;LYON //Noir;CRETEIL //Rouge;MEAUX //Orange;BREST //Orange;PONTOISE //Rouge;ORLEANS //Rouge;SAINT BRIEUC //Orange;TOULON //Orange;SAINT NAZAIRE //Vert;QUIMPER //Vert;NANCY //Vert;
247;AVIGNON //Noir;AIX //Noir;CARPENTRAS //Vert;MARSEILLE //Rouge;VALENCE //Rouge;PRIVAS //Vert;NIMES //Rouge;;;;;
248;MARSEILLE //Rouge;TOULON //Orange;NICE //Rouge;BASTIA //Orange;PERPIGNAN //Rouge;TOULOUSE //Rouge;;;;;;
249;RENNES //Noir;BREST //Orange;SAINT BRIEUC //Orange;QUIMPER //Vert;AMIENS //Noir;VALENCIENNES //Vert;;;;;;
250;MONTPELLIER //Noir;RENNES //Noir;EVRY //Rouge;MARSEILLE //Rouge;TROYES //Vert;EVREUX //Vert;;;;;;
251;BASTIA //Orange;GRASSE //Rouge;AIX //Noir;MARSEILLE //Rouge;DRAGUIGNAN //Vert;TOULON //Orange;MONTPELLIER //Noir;AVIGNON //Noir;PARIS //Noir;NIMES //Rouge;TOULOUSE //Rouge;LYON //Noir
